,Finance Year,Dispatch Date,Month,Business,Customer name,Marketing Rep.,Type,Pack Cat,Pack Type,Uni - Blend,Quantity (Kg),CY QTY (MT),Value (₹),CY Val(Lakhs),Destination,Country,Region,Budget Vol(MT),Budget Value (₹),Budget Val(Lakhs),LY QTY (MT),LY Val(Lakhs)
11145,FY'2024-25,2024-04-17,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5693870.2464000005,56.938702464,LES VERRIERES,SWITZERLAND,EU,,,,,
11146,FY'2024-25,2024-04-17,APR,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Stick,DF80,5680.5,5.6805,7048462.1046,70.484621046,CALLAO,PERU,NAR,,,,,
11147,FY'2024-25,2024-04-17,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,4838.4,4.8384,5306532.1344,53.065321344,LES VERRIERES,SWITZERLAND,EU,,,,,
11148,FY'2024-25,2024-04-17,APR,EOU-Export,BM FOODS,Prabin,AG,Bulk,Bulk,DD72,1495.0,1.495,877565.0,8.77565,INDIA,INDIA,Rest of Asia,,,,,
11149,FY'2024-25,2024-04-17,APR,EOU-Export,BM FOODS,Prabin,FD,Bulk,Bulk,CCL FD/5,2000.0,2.0,1374000.0,13.74,INDIA,INDIA,Rest of Asia,,,,,
11150,FY'2024-25,2024-04-17,APR,EOU-Export,MOKATE,Balaji,SD,Bulk,Big Bag,RSM2690,15400.0,15.4,13928837.999999998,139.28838,HAMBURG,GERMANY,EU,,,,,
11157,FY'2024-25,2024-04-17,APR,NCL,GROUNDUP,Yashwanth,SD,Bulk,Bulk,NCL- SD/5 RFA,56250.0,56.25,35856000.0,358.56,"NEW YORK, USA",USA,NAR,,,,,
11158,FY'2024-25,2024-04-18,APR,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),17500.0,17.5,13298600.0,132.986,MERSIN,TURKEY,AMEA,,,,,
11159,FY'2024-25,2024-04-18,APR,EOU-Export,SUCAFINA UK,Revanth,FD,Small,Can,DK88,2550.0,2.55,3207894.9,32.078949,LONDON GATEWAY,UK,EU,,,,,
11160,FY'2024-25,2024-04-18,APR,EOU-Export,SUCAFINA UK,Revanth,FD,Small,Can,DK90,3570.0,3.57,4965812.88,49.6581288,LONDON GATEWAY,UK,EU,,,,,
11161,FY'2024-25,2024-04-18,APR,EOU-Export,LLC SOBRANIE,Balaji,FD,Bulk,Bulk,CCL FD/5,14000.0,14.0,8383899.999999999,83.83899999999998,NOVOROSSIYSK,RUSSIA,CIS,,,,,
11162,FY'2024-25,2024-04-18,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5693870.2464000005,56.938702464,LES VERRIERES,SWITZERLAND,EU,,,,,
11163,FY'2024-25,2024-04-18,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5693870.2464000005,56.938702464,LES VERRIERES,SWITZERLAND,EU,,,,,
11164,FY'2024-25,2024-04-18,APR,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,G-1169,18000.0,18.0,10184580.0,101.8458,AMBARLI,TURKEY,AMEA,,,,,
11165,FY'2024-25,2024-04-18,APR,EOU-Export,SMART SQUARE GOODS,Prabin,SD,Bulk,Bulk,GCMSD052,18750.0,18.75,9447375.0,94.47375,JEBEL ALI,UAE,AMEA,,,,,
11166,FY'2024-25,2024-04-18,APR,EOU-Export,SMART SQUARE GOODS,Prabin,SD,Bulk,Bulk,GCMSD052,18750.0,18.75,9447375.0,94.47375,JEBEL ALI,UAE,AMEA,,,,,
11172,FY'2024-25,2024-04-19,APR,NCL,DEVOLLI CORPORATION,Prabin,SD,Bulk,Bulk,G-2624,17250.0,17.25,13530037.5,135.300375,"DURRES PORT, ALBANIA",ALBANIA,EU,,,,,
11173,FY'2024-25,2024-04-19,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,10000.0,10.0,7229300.000000001,72.293,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11174,FY'2024-25,2024-04-19,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,6000.0,6.0,4935180.0,49.3518,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11175,FY'2024-25,2024-04-19,APR,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,75000.0,75.0,42018750.0,420.1875,TP HOCHIMINH,VIETNAM,Rest of Asia,,,,,
11176,FY'2024-25,2024-04-20,APR,NCL,GROUNDUP,Yashwanth,SD,Bulk,Bulk,NCL- 071,18750.0,18.75,11049375.0,110.49375,"CINCINNATI, OH, USA",USA,NAR,,,,,
11177,FY'2024-25,2024-04-19,APR,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),17500.0,17.5,13387062.5,133.870625,MERSIN,TURKEY,AMEA,,,,,
11178,FY'2024-25,2024-04-19,APR,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/Chicory,17500.0,17.5,11288550.0,112.8855,AMBARLI,TURKEY,AMEA,,,,,
11179,FY'2024-25,2024-04-19,APR,EOU-Export,SOCIETE GUINEENNE,Ravi Sai,AG,Small,Sachet,G-2736,5610.0,5.61,6185960.0,61.8596,CONAKRY,GUINEA,AMEA,,,,,
11180,FY'2024-25,2024-04-19,APR,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/Chicory,17500.0,17.5,11578000.0,115.78,MERSIN,TURKEY,AMEA,,,,,
11182,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DI37,840.0,0.84,615720.0,6.1572,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11183,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DI37,1560.0,1.56,1003080.0,10.0308,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11184,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DI37,3120.0,3.12,1906320.0,19.0632,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11185,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,888.0,0.888,693528.0,6.93528,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11186,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,1992.0,1.992,1378464.0,13.78464,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11187,FY'2024-25,2024-04-20,APR,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,2160.0,2.16,1416960.0,14.1696,KARAGANDA,KAZAKHSTAN,Rest of Asia,,,,,
11203,FY'2024-25,2024-04-22,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,14000.0,14.0,11515420.0,115.1542,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11204,FY'2024-25,2024-04-22,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,6000.0,6.0,4935180.0,49.3518,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11205,FY'2024-25,2024-04-22,APR,SEZ,INSTANTA-RUSSIA,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,SAINT PETERSBURG,RUSSIA,CIS,,,,,
11206,FY'2024-25,2024-04-22,APR,SEZ,INSTANTA-RUSSIA,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,SAINT PETERSBURG,RUSSIA,CIS,,,,,
11207,FY'2024-25,2024-04-22,APR,SEZ,INSTANTA-RUSSIA,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,SAINT PETERSBURG,RUSSIA,CIS,,,,,
11208,FY'2024-25,2024-04-22,APR,SEZ,INSTANTA-RUSSIA,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,SAINT PETERSBURG,RUSSIA,CIS,,,,,
11209,FY'2024-25,2024-04-22,APR,SEZ,INSTANTA-RUSSIA,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,SAINT PETERSBURG,RUSSIA,CIS,,,,,
11210,FY'2024-25,2024-04-22,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5610654.6048,56.106546048,LES VERRIERES,SWITZERLAND,EU,,,,,
11211,FY'2024-25,2024-04-22,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5610654.6048,56.106546048,LES VERRIERES,SWITZERLAND,EU,,,,,
11212,FY'2024-25,2024-04-22,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,DK47,5443.2,5.4432,5610654.6048,56.106546048,LES VERRIERES,SWITZERLAND,EU,,,,,
11213,FY'2024-25,2024-04-22,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,4838.4,4.8384,5228977.4207999995,52.289774208,LES VERRIERES,SWITZERLAND,EU,,,,,
11214,FY'2024-25,2024-04-22,APR,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,10622277.450000001,106.22277450000001,ST.PETERSBURG,RUSSIA,CIS,,,,,
11215,FY'2024-25,2024-04-22,APR,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,10622277.450000001,106.22277450000001,ST.PETERSBURG,RUSSIA,CIS,,,,,
11216,FY'2024-25,2024-04-22,APR,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL SD/5,7750.0,7.75,6249018.75,62.4901875,ROTTERDAM,NETHERLANDS,EU,,,,,
11226,FY'2024-25,2024-04-23,APR,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,10622277.450000001,106.22277450000001,ST.PETERSBURG,RUSSIA,CIS,,,,,
11227,FY'2024-25,2024-04-23,APR,EOU-Export,CCSA,Revanth,SD,Small,Jar,DK46,2553.6,2.5536,2446385.8272,24.463858272000003,LES VERRIERES,SWITZERLAND,EU,,,,,
11228,FY'2024-25,2024-04-23,APR,EOU-Export,CCSA,Revanth,SD,Small,Stick,DK46,756.0,0.756,912447.0179999999,9.12447018,LES VERRIERES,SWITZERLAND,EU,,,,,
11229,FY'2024-25,2024-04-23,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,4838.4,4.8384,5228977.4207999995,52.289774208,LES VERRIERES,SWITZERLAND,EU,,,,,
11230,FY'2024-25,2024-04-23,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,4838.4,4.8384,5228977.4207999995,52.289774208,LES VERRIERES,SWITZERLAND,EU,,,,,
11231,FY'2024-25,2024-04-23,APR,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/Chicory,17500.0,17.5,11578000.0,115.78,MERSIN,TURKEY,AMEA,,,,,
11232,FY'2024-25,2024-04-23,APR,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,10622277.450000001,106.22277450000001,ST.PETERSBURG,RUSSIA,CIS,,,,,
11233,FY'2024-25,2024-04-23,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,5443.2,5.4432,5610654.6048,56.106546048,LES VERRIERES,SWITZERLAND,EU,,,,,
11252,FY'2024-25,2024-04-24,APR,NCL,STRAUSS,Ravi Sai,SD,Bulk,Bulk,G-2680,37500.0,37.5,25211250.0,252.1125,"CONSTANTA, ROMANIA",ROMANIA,CIS,,,,,
11253,FY'2024-25,2024-04-24,APR,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1816 P,37500.0,37.5,21165000.0,211.65,"TANJUNG PERAK,      SURABAYA, INDONESIA",INDONESIA,Rest of Asia,,,,,
11254,FY'2024-25,2024-04-24,APR,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,75000.0,75.0,42018750.0,420.1875,TP HOCHIMINH,VIETNAM,Rest of Asia,,,,,
11255,FY'2024-25,2024-04-24,APR,NCL,TNI KING COFFEE CO. LTD.,Ravi Sai,SD,Bulk,Bulk,G-622,12500.0,12.5,7667125.0,76.67125,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11256,FY'2024-25,2024-04-24,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Small,Can,DK88,576.0,0.576,696902.9760000001,6.9690297600000015,DUBLIN,IRELAND,EU,,,,,
11257,FY'2024-25,2024-04-24,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Small,Can,DK89,576.0,0.576,687852.2880000001,6.87852288,DUBLIN,IRELAND,EU,,,,,
11258,FY'2024-25,2024-04-24,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Small,Can,DK90,288.0,0.288,386797.824,3.8679782400000002,DUBLIN,IRELAND,EU,,,,,
11259,FY'2024-25,2024-04-24,APR,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,DK96,7128.0,7.128,4645146.528,46.45146528,UMM QASR,IRAQ,AMEA,,,,,
11260,FY'2024-25,2024-04-24,APR,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11170747.985,111.70747985,ST.PETERSBURG,RUSSIA,CIS,,,,,
11261,FY'2024-25,2024-04-24,APR,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11170747.985,111.70747985,ST.PETERSBURG,RUSSIA,CIS,,,,,
11262,FY'2024-25,2024-04-24,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,5443.2,5.4432,5610654.6048,56.106546048,ANTWERP,BELGIUM,EU,,,,,
11263,FY'2024-25,2024-04-24,APR,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11170747.985,111.70747985,ST.PETERSBURG,RUSSIA,CIS,,,,,
11264,FY'2024-25,2024-04-24,APR,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11170747.985,111.70747985,ST.PETERSBURG,RUSSIA,CIS,,,,,
11265,FY'2024-25,2024-04-24,APR,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,CODE 20,17500.0,17.5,12504240.0,125.0424,GEBZE,TURKEY,AMEA,,,,,
11268,FY'2024-25,2024-04-25,APR,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1816 P,75000.0,75.0,42330000.0,423.3,"TANJUNG PRIOK, JAKARTA, INDONESIA",INDONESIA,Rest of Asia,,,,,
11269,FY'2024-25,2024-04-25,APR,NCL,STRAUSS,Ravi Sai,SD,Bulk,Bulk,NCL-III,67500.0,67.5,67173975.0,671.73975,"HAIFA, ISRAEL",ISRAEL,AMEA,,,,,
11270,FY'2024-25,2024-04-25,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,18750.0,18.75,15329062.5,153.290625,"VLADIVOSTOK, RUSSIA",RUSSIA,CIS,,,,,
11271,FY'2024-25,2024-04-25,APR,NCL,THABICO,Ravi Sai,SD,Bulk,Bulk,G-2272 RA,17850.0,17.85,10993101.0,109.93101,CAT LAI PORT ,VIETNAM,Rest of Asia,,,,,
11272,FY'2024-25,2024-04-25,APR,NCL,THABICO,Ravi Sai,SD,Bulk,Bulk,G-2272 RA,17850.0,17.85,10993101.0,109.93101,CAT LAI PORT ,VIETNAM,Rest of Asia,,,,,
11273,FY'2024-25,2024-04-25,APR,EOU-Export,CCSA,Revanth,SD,Small,Jar,PERCOL EXPRESSO,1080.0,1.08,1920294.0,19.20294,HEATHROW AIRPORT,UK,EU,,,,,
11274,FY'2024-25,2024-04-25,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,PERCOL FD,2160.0,2.16,5085653.04,50.8565304,HEATHROW AIRPORT,UK,EU,,,,,
11275,FY'2024-25,2024-04-25,APR,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,DK96,7128.0,7.128,4645146.528,46.45146528,UMM QASR,IRAQ,AMEA,,,,,
11276,FY'2024-25,2024-04-25,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Bulk,Bulk,CCL SD/5,16790.0,16.79,10413997.5,104.139975,ROTTERDAM,NETHERLANDS,EU,,,,,
11277,FY'2024-25,2024-04-25,APR,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL1,1425.0,1.425,947493.8999999999,9.474939,ROTTERDAM,NETHERLANDS,EU,,,,,
11278,FY'2024-25,2024-04-25,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Bulk,Bulk,CCL SD/5,3335.0,3.335,2068533.75,20.6853375,ROTTERDAM,NETHERLANDS,EU,,,,,
11279,FY'2024-25,2024-04-25,APR,EOU-Export,SUCAFINA,Ravi Sai,FD,Bulk,Bulk,CCL1,9660.0,9.66,8412227.459999999,84.1222746,ROTTERDAM,NETHERLANDS,EU,,,,,
11290,FY'2024-25,2024-04-26,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,8750.0,8.75,7226187.5,72.261875,"PORT KLANG, MALAYSIA",MALAYSIA,Rest of Asia,,,,,
11291,FY'2024-25,2024-04-26,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,10000.0,10.0,8258500.0,82.585,"PORT KLANG, MALAYSIA",MALAYSIA,Rest of Asia,,,,,
11292,FY'2024-25,2024-04-26,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-236,5000.0,5.0,4212250.0,42.1225,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11293,FY'2024-25,2024-04-26,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-236,7800.0,7.8,6571110.0,65.7111,BINH DUONG VIETNAM,VIETNAM,Rest of Asia,,,,,
11294,FY'2024-25,2024-04-26,APR,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,47500.0,47.5,26611875.0,266.11875,TP HOCHIMINH,VIETNAM,Rest of Asia,,,,,
11295,FY'2024-25,2024-04-28,APR,NCL,ISHIMITSU & CO. ,Ravi Sai,SD,Bulk,Bulk,G-1081,18750.0,18.75,13430437.500000002,134.30437500000002,"KOBE, JAPAN",JAPAN,Rest of Asia,,,,,
11296,FY'2024-25,2024-04-29,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,18750.0,18.75,15329062.5,153.290625,"VLADIVOSTOK, RUSSIA",RUSSIA,CIS,,,,,
11297,FY'2024-25,2024-04-29,APR,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,18750.0,18.75,15329062.5,153.290625,"VLADIVOSTOK, RUSSIA",RUSSIA,CIS,,,,,
11298,FY'2024-25,2024-04-29,APR,NCL,GROUNDUP,Yashwanth,SD,Bulk,Bulk,NCL- SD/5 RFA,37500.0,37.5,23904000.0,239.04,"NEW YORK, USA",USA,NAR,,,,,
11299,FY'2024-25,2024-04-26,APR,EOU-Export,BM FOODS,Prabin,AG,Small,Can,CSC0136,4416.0,4.416,3281088.0,32.81088,INDIA,INDIA,Rest of Asia,,,,,
11300,FY'2024-25,2024-04-26,APR,EOU-Export,BM FOODS,Prabin,AG,Small,Can,CSC0136,4416.0,4.416,3281088.0,32.81088,INDIA,INDIA,Rest of Asia,,,,,
11301,FY'2024-25,2024-04-26,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,5443.2,5.4432,5610654.6048,56.106546048,LES VERRIERES,SWITZERLAND,EU,,,,,
11302,FY'2024-25,2024-04-26,APR,EOU-Export,CCSA,Revanth,FD,Small,Stick,CCL FD/Decaf,3628.7999999999997,3.6287999999999996,5935080.2112,59.350802112,LES VERRIERES,SWITZERLAND,EU,,,,,
11303,FY'2024-25,2024-04-26,APR,EOU-Export,OMSHREE INTL PVT LTD,Ravi Sai,AG,Bulk,Bulk,CSC0189,14260.0,14.26,10039040.0,100.3904,INDIA,INDIA,Rest of Asia,,,,,
11341,FY'2024-25,2024-04-27,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,4283.280000000001,4.28328,2801265.1200000006,28.012651200000004,UAE,UAE,AMEA,,,,,
11342,FY'2024-25,2024-04-27,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,4320.0,4.32,2592000.0,25.92,UAE,UAE,AMEA,,,,,
11343,FY'2024-25,2024-04-27,APR,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL1,18750.0,18.75,12467024.999999998,124.67024999999998,ROTTERDAM,NETHERLANDS,EU,,,,,
11344,FY'2024-25,2024-04-28,APR,EOU-Export,SHANGHAI HUAKAI,Prabin,FD,Bulk,Bulk,CCL FD/5,5000.0,5.0,5032295.0,50.32295,SHANGHAI,CHINA,Rest of Asia,,,,,
11345,FY'2024-25,2024-04-28,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,G-2449,10800.0,10.8,7815150.0,78.1515,CONAKRY,GUINEA,AMEA,,,,,
11346,FY'2024-25,2024-04-28,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Stick,G-2449,4200.0,4.2,4147239.6,41.472396,CONAKRY,GUINEA,AMEA,,,,,
11352,FY'2024-25,2024-04-29,APR,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,12913356.9,129.133569,ST.PETERSBURG,RUSSIA,CIS,,,,,
11353,FY'2024-25,2024-04-29,APR,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,12913356.9,129.133569,ST.PETERSBURG,RUSSIA,CIS,,,,,
11354,FY'2024-25,2024-04-29,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,4283.280000000001,4.28328,2801265.1200000006,28.012651200000004,ST.PETERSBURG,RUSSIA,CIS,,,,,
11355,FY'2024-25,2024-04-29,APR,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,4320.0,4.32,2592000.0,25.92,ST.PETERSBURG,RUSSIA,CIS,,,,,
11356,FY'2024-25,2024-04-29,APR,EOU-Export,INSTANTA POLAND,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,GDANSK,POLAND,EU,,,,,
11357,FY'2024-25,2024-04-29,APR,EOU-Export,INSTANTA POLAND,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,GDANSK,POLAND,EU,,,,,
11358,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,1320.0,1.32,852570.84,8.5257084,DAKAR,VIETNAM,Rest of Asia,,,,,
11359,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,3000.0,3.0,1937661.0,19.37661,DAKAR,VIETNAM,Rest of Asia,,,,,
11360,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,4696.8,4.6968000000000005,2497575.0648,24.975750647999998,DAKAR,VIETNAM,Rest of Asia,,,,,
11361,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,1320.0,1.32,852570.84,8.5257084,DAKAR,VIETNAM,Rest of Asia,,,,,
11362,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,3000.0,3.0,1937661.0,19.37661,DAKAR,VIETNAM,Rest of Asia,,,,,
11363,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,4696.8,4.6968000000000005,2497575.0648,24.975750647999998,DAKAR,VIETNAM,Rest of Asia,,,,,
11364,FY'2024-25,2024-04-29,APR,EOU-Export,INSTANTA POLAND,Balaji,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,11108264.0,111.08264,GDANSK,POLAND,EU,,,,,
11365,FY'2024-25,2024-04-29,APR,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/Decaf,4032.0,4.032,4990075.776,49.90075776,LES VERRIERES,SWITZERLAND,EU,,,,,
11366,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,1320.0,1.32,852570.84,8.5257084,DAKAR,VIETNAM,Rest of Asia,,,,,
11367,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,3000.0,3.0,1937661.0,19.37661,DAKAR,VIETNAM,Rest of Asia,,,,,
11368,FY'2024-25,2024-04-29,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,4696.8,4.6968000000000005,2497575.0648,24.975750647999998,DAKAR,VIETNAM,Rest of Asia,,,,,
11369,FY'2024-25,2024-04-29,APR,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL1,4000.0,4.0,3586638.0,35.86638,CHARLES DE GAULLE AIRPORT,FRANCE,EU,,,,,
11370,FY'2024-25,2024-04-29,APR,EOU-Export,EVALAR JSC,Revanth,SD,Bulk,Bulk,RSP2881,50.0,0.05,88571.7,0.885717,MOSCOW DME AIRPORT,RUSSIA,CIS,,,,,
11371,FY'2024-25,2024-04-30,APR,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,RSP-1585 FT,18750.0,18.75,22158431.25,221.5843125,CHICAGO,USA,NAR,,,,,
11372,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,1320.0,1.32,852570.84,8.5257084,DAKAR,VIETNAM,Rest of Asia,,,,,
11373,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,3000.0,3.0,1937661.0,19.37661,DAKAR,VIETNAM,Rest of Asia,,,,,
11374,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,4696.8,4.6968000000000005,2497575.0648,24.975750647999998,DAKAR,VIETNAM,Rest of Asia,,,,,
11375,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,1320.0,1.32,852570.84,8.5257084,DAKAR,VIETNAM,Rest of Asia,,,,,
11376,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,3000.0,3.0,1937661.0,19.37661,DAKAR,VIETNAM,Rest of Asia,,,,,
11377,FY'2024-25,2024-04-30,APR,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,4696.8,4.6968000000000005,2497575.0648,24.975750647999998,DAKAR,VIETNAM,Rest of Asia,,,,,
11378,FY'2024-25,2024-04-30,APR,EOU-Export,SMART SQUARE GOODS,Prabin,FD,Bulk,Bulk,CCL FD/5,16790.0,16.79,14718449.8,147.18449800000002,JEBEL ALI,UAE,AMEA,,,,,
